text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Your account has been compromised, click here 552",http://192.168.42.42/login.php,1,30,1,4,0,3
"Welcome to our website, user 272",https://www.legit272.com/login,0,30,0,2,1,1
"Welcome to our website, user 2042",https://www.legit2042.com/login,0,31,0,2,1,1
"Welcome to our website, user 4763",https://www.legit4763.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3997",http://192.168.172.172/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 204",http://192.168.204.204/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4509",http://192.168.174.174/login.php,1,32,1,4,0,3
"Welcome to our website, user 1086",https://www.legit1086.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3373",http://192.168.58.58/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2732",http://192.168.182.182/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2515",http://192.168.220.220/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1678",http://192.168.148.148/login.php,1,32,1,4,0,3
"Welcome to our website, user 4322",https://www.legit4322.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1946",http://192.168.161.161/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2747",http://192.168.197.197/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1772",http://192.168.242.242/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 518",http://192.168.8.8/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 117",http://192.168.117.117/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1179",http://192.168.159.159/login.php,1,32,1,4,0,3
"Welcome to our website, user 4709",https://www.legit4709.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3121",http://192.168.61.61/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 969",http://192.168.204.204/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1784",http://192.168.254.254/login.php,1,32,1,4,0,3
"Welcome to our website, user 3478",https://www.legit3478.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3414",http://192.168.99.99/login.php,1,30,1,4,0,3
"Welcome to our website, user 3924",https://www.legit3924.com/login,0,31,0,2,1,1
"Welcome to our website, user 1748",https://www.legit1748.com/login,0,31,0,2,1,1
"Welcome to our website, user 732",https://www.legit732.com/login,0,30,0,2,1,1
"Welcome to our website, user 2553",https://www.legit2553.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 458",http://192.168.203.203/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 873",http://192.168.108.108/login.php,1,32,1,4,0,3
"Welcome to our website, user 2662",https://www.legit2662.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4398",http://192.168.63.63/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1455",http://192.168.180.180/login.php,1,32,1,4,0,3
"Welcome to our website, user 3113",https://www.legit3113.com/login,0,31,0,2,1,1
"Welcome to our website, user 3303",https://www.legit3303.com/login,0,31,0,2,1,1
"Welcome to our website, user 1344",https://www.legit1344.com/login,0,31,0,2,1,1
"Welcome to our website, user 1690",https://www.legit1690.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2180",http://192.168.140.140/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1499",http://192.168.224.224/login.php,1,32,1,4,0,3
"Welcome to our website, user 3308",https://www.legit3308.com/login,0,31,0,2,1,1
"Welcome to our website, user 1504",https://www.legit1504.com/login,0,31,0,2,1,1
"Welcome to our website, user 1806",https://www.legit1806.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3469",http://192.168.154.154/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 369",http://192.168.114.114/login.php,1,32,1,4,0,3
"Welcome to our website, user 3791",https://www.legit3791.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4520",http://192.168.185.185/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2329",http://192.168.34.34/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 909",http://192.168.144.144/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1825",http://192.168.40.40/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2263",http://192.168.223.223/login.php,1,32,1,4,0,3
"Welcome to our website, user 1848",https://www.legit1848.com/login,0,31,0,2,1,1
"Welcome to our website, user 4512",https://www.legit4512.com/login,0,31,0,2,1,1
"Welcome to our website, user 2431",https://www.legit2431.com/login,0,31,0,2,1,1
"Welcome to our website, user 4660",https://www.legit4660.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3885",http://192.168.60.60/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 584",http://192.168.74.74/login.php,1,30,1,4,0,3
"Welcome to our website, user 142",https://www.legit142.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3760",http://192.168.190.190/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4211",http://192.168.131.131/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 264",http://192.168.9.9/login.php,1,28,1,4,0,3
"Welcome to our website, user 3409",https://www.legit3409.com/login,0,31,0,2,1,1
"Welcome to our website, user 1117",https://www.legit1117.com/login,0,31,0,2,1,1
"Welcome to our website, user 1756",https://www.legit1756.com/login,0,31,0,2,1,1
"Welcome to our website, user 497",https://www.legit497.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3031",http://192.168.226.226/login.php,1,32,1,4,0,3
"Welcome to our website, user 870",https://www.legit870.com/login,0,30,0,2,1,1
"Welcome to our website, user 3357",https://www.legit3357.com/login,0,31,0,2,1,1
"Welcome to our website, user 912",https://www.legit912.com/login,0,30,0,2,1,1
"Welcome to our website, user 721",https://www.legit721.com/login,0,30,0,2,1,1
"Welcome to our website, user 2805",https://www.legit2805.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4943",http://192.168.98.98/login.php,1,30,1,4,0,3
"Welcome to our website, user 886",https://www.legit886.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4592",http://192.168.2.2/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 1587",http://192.168.57.57/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3100",http://192.168.40.40/login.php,1,30,1,4,0,3
"Welcome to our website, user 1520",https://www.legit1520.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3689",http://192.168.119.119/login.php,1,32,1,4,0,3
"Welcome to our website, user 2746",https://www.legit2746.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1700",http://192.168.170.170/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 775",http://192.168.10.10/login.php,1,30,1,4,0,3
"Welcome to our website, user 314",https://www.legit314.com/login,0,30,0,2,1,1
"Welcome to our website, user 1799",https://www.legit1799.com/login,0,31,0,2,1,1
"Welcome to our website, user 327",https://www.legit327.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 642",http://192.168.132.132/login.php,1,32,1,4,0,3
"Welcome to our website, user 4204",https://www.legit4204.com/login,0,31,0,2,1,1
"Welcome to our website, user 3129",https://www.legit3129.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1860",http://192.168.75.75/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4905",http://192.168.60.60/login.php,1,30,1,4,0,3
"Welcome to our website, user 3968",https://www.legit3968.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 743",http://192.168.233.233/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1226",http://192.168.206.206/login.php,1,32,1,4,0,3
"Welcome to our website, user 1973",https://www.legit1973.com/login,0,31,0,2,1,1
"Welcome to our website, user 336",https://www.legit336.com/login,0,30,0,2,1,1
"Welcome to our website, user 2764",https://www.legit2764.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2660",http://192.168.110.110/login.php,1,32,1,4,0,3
"Welcome to our website, user 275",https://www.legit275.com/login,0,30,0,2,1,1
"Welcome to our website, user 2985",https://www.legit2985.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 646",http://192.168.136.136/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 849",http://192.168.84.84/login.php,1,30,1,4,0,3
"Welcome to our website, user 3477",https://www.legit3477.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2558",http://192.168.8.8/login.php,1,28,1,4,0,3
"Welcome to our website, user 3558",https://www.legit3558.com/login,0,31,0,2,1,1
"Welcome to our website, user 2809",https://www.legit2809.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4113",http://192.168.33.33/login.php,1,30,1,4,0,3
"Welcome to our website, user 4861",https://www.legit4861.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1586",http://192.168.56.56/login.php,1,30,1,4,0,3
"Welcome to our website, user 3416",https://www.legit3416.com/login,0,31,0,2,1,1
"Welcome to our website, user 307",https://www.legit307.com/login,0,30,0,2,1,1
"Welcome to our website, user 3908",https://www.legit3908.com/login,0,31,0,2,1,1
"Welcome to our website, user 348",https://www.legit348.com/login,0,30,0,2,1,1
"Welcome to our website, user 826",https://www.legit826.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4501",http://192.168.166.166/login.php,1,32,1,4,0,3
"Welcome to our website, user 4482",https://www.legit4482.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1576",http://192.168.46.46/login.php,1,30,1,4,0,3
"Welcome to our website, user 3682",https://www.legit3682.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 876",http://192.168.111.111/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3387",http://192.168.72.72/login.php,1,30,1,4,0,3
"Welcome to our website, user 2053",https://www.legit2053.com/login,0,31,0,2,1,1
"Welcome to our website, user 71",https://www.legit71.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 507",http://192.168.252.252/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3514",http://192.168.199.199/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2510",http://192.168.215.215/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3151",http://192.168.91.91/login.php,1,30,1,4,0,3
"Welcome to our website, user 1666",https://www.legit1666.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2861",http://192.168.56.56/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4159",http://192.168.79.79/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 688",http://192.168.178.178/login.php,1,32,1,4,0,3
"Welcome to our website, user 1445",https://www.legit1445.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 227",http://192.168.227.227/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1982",http://192.168.197.197/login.php,1,32,1,4,0,3
"Welcome to our website, user 1695",https://www.legit1695.com/login,0,31,0,2,1,1
"Welcome to our website, user 2892",https://www.legit2892.com/login,0,31,0,2,1,1
"Welcome to our website, user 1574",https://www.legit1574.com/login,0,31,0,2,1,1
"Welcome to our website, user 3203",https://www.legit3203.com/login,0,31,0,2,1,1
"Welcome to our website, user 4405",https://www.legit4405.com/login,0,31,0,2,1,1
"Welcome to our website, user 1630",https://www.legit1630.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3380",http://192.168.65.65/login.php,1,30,1,4,0,3
"Welcome to our website, user 1881",https://www.legit1881.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3821",http://192.168.251.251/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1463",http://192.168.188.188/login.php,1,32,1,4,0,3
"Welcome to our website, user 848",https://www.legit848.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4923",http://192.168.78.78/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1188",http://192.168.168.168/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 869",http://192.168.104.104/login.php,1,32,1,4,0,3
"Welcome to our website, user 2877",https://www.legit2877.com/login,0,31,0,2,1,1
"Welcome to our website, user 186",https://www.legit186.com/login,0,30,0,2,1,1
"Welcome to our website, user 3779",https://www.legit3779.com/login,0,31,0,2,1,1
"Welcome to our website, user 1830",https://www.legit1830.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3325",http://192.168.10.10/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4241",http://192.168.161.161/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1378",http://192.168.103.103/login.php,1,32,1,4,0,3
"Welcome to our website, user 1234",https://www.legit1234.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1964",http://192.168.179.179/login.php,1,32,1,4,0,3
"Welcome to our website, user 3915",https://www.legit3915.com/login,0,31,0,2,1,1
